Wavenumbercm-1,00:04:58
4000,0.00613843729432319
3996,0.00542167838413535
3992,0.00477381859189075
3988,0.00435118469927543
3984,0.004094933590558
3980,0.00375410865375726
3976,0.00327701578391193
3972,0.00294116899879546
3968,0.00294132234120194
3964,0.00308591646331363
3960,0.00310233426881364
3956,0.00298217380941618
3952,0.00283642971237511
3948,0.00271639282613365
3944,0.0027224713932605
3940,0.0029912060429084
3936,0.00336655393395349
3932,0.00342128706352378
3928,0.00304421819665354
3924,0.0025950408357812
3920,0.00230084534845242
3916,0.00199791800440734
3912,0.00172234444827588
3908,0.00197053526524161
3904,0.002919734149101
3900,0.00376432669965658
3896,0.00368599048146925
3892,0.00303169697960042
3888,0.00264828717268243
3884,0.00279906680990317
3880,0.00312011280319009
3876,0.00324719273685958
3872,0.00299547956174558
3868,0.00236693772936175
3864,0.00183737510130526
3860,0.00210159536434428
3856,0.00317684947080689
3852,0.0040338022491113
3848,0.00387328488676299
3844,0.00322728814111093
3840,0.00286036221891583
3836,0.00281765808803978
3832,0.00282389468516989
3828,0.00291219152689344
3824,0.00304849126297262
3820,0.00278268195257726
3816,0.00206704701273305
3812,0.00174939519899953
3808,0.00231560045180058
3804,0.00314025304925832
3800,0.00333245872371533
3796,0.00299616751124613
3792,0.00269831978811833
3788,0.00234352643141336
3784,0.00176692619319379
3780,0.0015180604145425
3776,0.00210710316376188
3772,0.00302000834051856
3768,0.00337903173097683
3764,0.00316907628802211
3760,0.0029139283575542
3756,0.00256396381661429
3752,0.00181865599680984
3748,0.00116416369330912
3744,0.0012363692732232
3740,0.00149797565519378
3736,0.00127397121855805
3732,0.00108160019811213
3728,0.00158793852678357
3724,0.00226147652393728
3720,0.00235804749237438
3716,0.00228870702551622
3712,0.00292712929857107
3708,0.00416516735642069
3704,0.00529473948474081
3700,0.00627842063861699
3696,0.00715904537396539
3692,0.00704999945101655
3688,0.00539744009560871
3684,0.00362740925657097
3680,0.00344232557684489
3676,0.00459720487022692
3672,0.00557564945580816
3668,0.00591238343693159
3664,0.00633306526652334
3660,0.00681085680914121
3656,0.00676179041792373
3652,0.00628207561429068
3648,0.00608110675158797
3644,0.00607346213710402
3640,0.00569611050033992
3636,0.00521470515483346
3632,0.00522075708693732
3628,0.00545941332310979
3624,0.00523282751365385
3620,0.004865205641801
3616,0.00501157265165485
3612,0.00513753158048442
3608,0.00431749959459633
3604,0.0030093940501108
3600,0.00237658551849774
3596,0.00254257979102638
3592,0.00280116086108149
3588,0.00291001786832135
3584,0.00312299941993728
3580,0.0032904898031426
3576,0.00328310020246718
3572,0.00365092310860153
3568,0.00475324678064153
3564,0.00571476234948662
3560,0.00552764705041104
3556,0.00461987843602047
3552,0.00395068981516729
3548,0.00368276066732352
3544,0.00359461611394082
3540,0.00385555431387065
3536,0.00451451614037391
3532,0.00500507264537612
3528,0.00496978949184632
3524,0.00491147737686487
3520,0.00515583106855817
3516,0.00507803857392879
3512,0.00433195297350384
3508,0.00374108287267353
3504,0.00383536693130448
3500,0.00371437410900713
3496,0.00269535193730173
3492,0.00170334782190683
3488,0.00173528499885908
3484,0.00227544708939893
3480,0.00250472768127185
3476,0.00286968939522517
3472,0.00393715780521077
3468,0.00486306331517173
3464,0.00462269469138905
3460,0.00376085309983448
3456,0.00336711463351617
3452,0.00337523566280865
3448,0.00344151361198334
3444,0.00434416196909542
3440,0.00669418634335023
3436,0.00917125881656775
3432,0.0099298085810416
3428,0.00904037084046721
3424,0.00785831483156466
3420,0.00685219374924921
3416,0.00580314342477652
3412,0.00524300844138629
3408,0.00583784593047502
3404,0.00694224323368385
3400,0.0073560000067498
3396,0.00702860845988764
3392,0.00664640842410119
3388,0.00624395069428212
3384,0.005652753964824
3380,0.00550990538795638
3376,0.00636573409865177
3372,0.00744460741866889
3368,0.00769370142242992
3364,0.00749095642555164
3360,0.00785349017022492
3356,0.00860923991824603
3352,0.00888472061640336
3348,0.00879290314331841
3344,0.00906674403936299
3340,0.0094885055732413
3336,0.00925676412337109
3332,0.0085251686934035
3328,0.00807995735772376
3324,0.00787753395811701
3320,0.00740777830314465
3316,0.00703060656977447
3312,0.00746176123132175
3308,0.00832397476315331
3304,0.00865238534032232
3300,0.00845503836521982
3296,0.00833391735375998
3292,0.00801176920810793
3288,0.00679323660787086
3284,0.00516012349607869
3280,0.0043119221724833
3276,0.00430510014249467
3272,0.00419014423884692
3268,0.00381302081950644
3264,0.00395157791092173
3260,0.00476223171555532
3256,0.005540879428216
3252,0.00603757784633076
3248,0.00664143409395647
3244,0.00721941941252579
3240,0.00714984801669774
3236,0.00656402524549342
3232,0.00630248812215269
3228,0.00658674936731821
3224,0.00690751278341333
3220,0.0071470240990471
3216,0.00759913726470438
3212,0.00798271160401886
3208,0.00772882112250032
3204,0.00719113904717211
3200,0.00734661668796007
3196,0.00824470783849696
3192,0.00895471851838498
3188,0.00909460975365144
3184,0.00921657644517062
3180,0.00962561567266465
3176,0.00995862914092277
3172,0.0101044406501147
3168,0.0104923280413318
3164,0.0112522198228279
3160,0.0120243240998464
3156,0.0127306950260811
3152,0.0136295995922614
3148,0.0145423664070702
3144,0.014983115295703
3140,0.0151583977580104
3136,0.0158668267908928
3132,0.0172905893666704
3128,0.0189048080541928
3124,0.0207803387118331
3120,0.0240176436683063
3116,0.0294523452349516
3112,0.0367230603422797
3108,0.0450237706529453
3104,0.0544606225868057
3100,0.0664156410559401
3096,0.0824522084179837
3092,0.102113965473883
3088,0.120730893112041
3084,0.130355786571157
3080,0.126620558985957
3076,0.115623043895722
3072,0.109338123709076
3068,0.114023541187403
3064,0.124994155900452
3060,0.131594542715999
3056,0.128069239410441
3052,0.118184930331071
3048,0.109530982048342
3044,0.107637763366889
3040,0.114449906140632
3036,0.127855214515457
3032,0.141100181045853
3028,0.146066407749919
3024,0.141030745925156
3020,0.132946575157153
3016,0.129894814599472
3012,0.133669147909258
3008,0.14017298005291
3004,0.145805713933755
3000,0.152164912077045
2996,0.163668938102044
2992,0.181547197823307
2988,0.200424472140802
2984,0.210089542762829
2980,0.202898033385714
2976,0.180566700397111
2972,0.15209292365617
2968,0.126654511303588
2964,0.108526570013645
2960,0.0964096954523904
2956,0.0875201672544735
2952,0.0818064673560169
2948,0.0807265342386902
2944,0.08318546642197
2940,0.0850690007164645
2936,0.0829002012442311
2932,0.0767747038187951
2928,0.0690965687021025
2924,0.0622335948694283
2920,0.0584864883502661
2916,0.0596043073969947
2912,0.0645051396933261
2908,0.0690311441142552
2904,0.0692299631924911
2900,0.0645586927940759
2896,0.057290924697274
2892,0.049857659036712
2888,0.0440465553404798
2884,0.0411123524613955
2880,0.0406987957676495
2876,0.0403932318911489
2872,0.03777748328989
2868,0.0327871438852357
2864,0.0272213439669268
2860,0.0225460754986162
2856,0.0191974139982612
2852,0.0171920301950819
2848,0.0162472844361856
2844,0.0156847055083502
2840,0.0150137296500627
2836,0.0143636851998206
2832,0.0139684817827019
2828,0.0136431494378789
2824,0.0131517568202465
2820,0.0126588767574808
2816,0.0123751415344451
2812,0.0121701470765268
2808,0.0119511583889718
2804,0.0119400913297667
2800,0.0121402470349235
2796,0.0120525937337982
2792,0.0114061844749571
2788,0.0106690359453862
2784,0.0103603214318482
2780,0.0103343205952899
2776,0.0102020457983555
2772,0.00999939596146392
2768,0.00992492376902822
2764,0.00983624648993252
2760,0.00951945863873659
2756,0.00911041881163997
2752,0.00882798108503823
2748,0.00862367904628381
2744,0.00844709146483087
2740,0.00847935558357676
2736,0.00876077230223662
2732,0.00898362345684264
2728,0.00898316189602536
2724,0.00902084292195643
2720,0.00925259911416883
2716,0.00940551302560113
2712,0.00932885026116284
2708,0.00935927394078784
2704,0.0097422906015644
2700,0.0101457710851336
2696,0.0101639628606274
2692,0.00989543778460059
2688,0.00962106321404878
2684,0.009332771763627
2680,0.00897767058691362
2676,0.00875038921898976
2672,0.00875542204998645
2668,0.00875598878899453
2664,0.00858846136095156
2660,0.00844974673557525
2656,0.00848416131373674
2652,0.00845932898628357
2648,0.00821104105982273
2644,0.00807479385419274
2640,0.00833505454375955
2636,0.00858886471979724
2632,0.00835355086062498
2628,0.00789565127229624
2624,0.00763012321952785
2620,0.00719847988124624
2616,0.00619458368701578
2612,0.00518219234125844
2608,0.0047107265178444
2604,0.00411884269175724
2600,0.00271649209469751
2596,0.0012981587664595
2592,0.000906179241895882
2588,0.000952186571781374
2584,0.000426760978968908
2580,-0.000109663748849137
2576,0.000122944919234284
2572,0.000171702471451118
2568,-0.000928344262037176
2564,-0.00206676389300765
2560,-0.00199258235333868
2556,-0.00172690659653196
