Wavenumbercm-1,00:11:13
4000,-0.0160851914442443
3996,-0.0167389644084701
3992,-0.0173669606069264
3988,-0.017631731923233
3984,-0.017480399933016
3980,-0.0172772417102756
3976,-0.0173288986653266
3972,-0.0175215156906777
3968,-0.0176655921478562
3964,-0.0178607554868684
3960,-0.0181707125135506
3956,-0.0183143862655474
3952,-0.0180994839618008
3948,-0.0178357017818589
3944,-0.0178715236959447
3940,-0.0180700582238154
3936,-0.0182073063460143
3932,-0.0184351585916778
3928,-0.0188654839475958
3924,-0.0191329611059799
3920,-0.0189216077091458
3916,-0.0185759067705293
3912,-0.0185373892207616
3908,-0.0186342772221422
3904,-0.0184860516151806
3900,-0.0182328926070868
3896,-0.0182308792103245
3892,-0.0183349299224976
3888,-0.0182808995496703
3884,-0.018237896251874
3880,-0.0183945475256311
3876,-0.01840106828176
3872,-0.0179246842063763
3868,-0.0173621589592224
3864,-0.0172717336271845
3860,-0.0174687580437318
3856,-0.0174899124107154
3852,-0.0174345379673083
3848,-0.0175801430174145
3844,-0.0176616048269196
3840,-0.0174576103765803
3836,-0.0173856025673141
3832,-0.0177769342657664
3828,-0.0180907089746718
3824,-0.0178331502841058
3820,-0.0174403080558412
3816,-0.0175454609437987
3812,-0.0177332919141366
3808,-0.0173169747290874
3804,-0.0166588072864659
3800,-0.0166633611795218
3796,-0.0172298858308672
3792,-0.0175656596178863
3788,-0.017663721713022
3784,-0.0179401684231057
3780,-0.018127352246146
3776,-0.0176245058518278
3772,-0.0167311596504189
3768,-0.0163956497033839
3764,-0.0167452273268888
3760,-0.0169672377376012
3756,-0.0166740341557027
3752,-0.0162758958215619
3748,-0.0160842324565549
3744,-0.0158869724553621
3740,-0.0157410406135918
3736,-0.0159612643016724
3732,-0.016299143459396
3728,-0.016364745515072
3724,-0.0164838696062732
3720,-0.0169642546627503
3716,-0.0171671895155419
3712,-0.0163478817527285
3708,-0.0150402795228772
3704,-0.0143608091862251
3700,-0.0142116835973209
3696,-0.0137878438159276
3692,-0.0131387121527102
3688,-0.0129508404472104
3684,-0.0131669830098379
3680,-0.0132666598306653
3676,-0.0135470891973475
3672,-0.0144713583262154
3668,-0.015185372451807
3664,-0.0148081959245795
3660,-0.0140287258721476
3656,-0.0139122941923453
3652,-0.0143689612392459
3648,-0.0144237523832727
3644,-0.0141471637730445
3640,-0.0143221226057915
3636,-0.0147482855851088
3632,-0.0146149469696861
3628,-0.0140090456437906
3624,-0.0139804487099773
3620,-0.0147517455447696
3616,-0.0154991210905854
3612,-0.0158691542238359
3608,-0.0160913797066496
3604,-0.01599414244276
3600,-0.0152722685235307
3596,-0.0143715657875873
3592,-0.0141483882023563
3588,-0.0147196619854381
