Wavenumbercm-1,00:07:43
4000,-0.00655223502266092
3996,-0.00732663898708652
3992,-0.00792582240872102
3988,-0.00810204301371971
3984,-0.0078957812201495
3980,-0.00776714683868327
3976,-0.00802753403154755
3972,-0.00838239207207882
3968,-0.00844667433874098
3964,-0.00841612430684502
3960,-0.00869153171567544
3956,-0.00911288093419635
3952,-0.00922456744737352
3948,-0.00908380438544726
3944,-0.00913168441376394
3940,-0.0093734896250187
3936,-0.00942829974684922
3932,-0.00926901502419731
3928,-0.00921815298782167
3924,-0.00928008497714384
3920,-0.0091468675624976
3916,-0.00884163031061833
3912,-0.00866029966822006
3908,-0.00854795861711085
3904,-0.00816243909310099
3900,-0.00758805435812852
3896,-0.00737753635741937
3892,-0.00769250047950422
3888,-0.00818907429892994
3884,-0.00857079759872771
3880,-0.00875773901914083
3876,-0.00863186270439777
3872,-0.00812446731088536
3868,-0.00755517500617006
3864,-0.00732952549342581
3860,-0.00737570553179905
3856,-0.00746524371054664
3852,-0.00775396994709502
3848,-0.00841150287032312
3844,-0.00905789582313581
3840,-0.0091879892261476
3836,-0.00879398973872362
3832,-0.00834621341195901
3828,-0.00813382945903386
3824,-0.0081757889925385
3820,-0.00862977638024042
3816,-0.00945365916702997
3812,-0.0100220867887592
3808,-0.00982899427108064
3804,-0.00902520233348063
3800,-0.00818601233642837
3796,-0.00770342695481669
3792,-0.00765433278891439
3788,-0.00818040479851649
3784,-0.00914956754383044
3780,-0.00980079366188242
3776,-0.00965139239606504
3772,-0.00928615387035272
3768,-0.00946071094362072
3764,-0.00986608625784596
3760,-0.00963786594730915
3756,-0.00866643229109321
3752,-0.00755714967726669
3748,-0.00676116962022287
3744,-0.00627633482483601
3740,-0.00626926128694924
3736,-0.00693501276651249
3732,-0.00776186527910333
3728,-0.00818283100960489
3724,-0.0084857025529483
3720,-0.00893274541497319
3716,-0.00882487636144946
3712,-0.00747894897304979
3708,-0.00563566159546807
3704,-0.00459695556624212
3700,-0.00423355811516055
3696,-0.00363800540752419
3692,-0.00295456638643262
3688,-0.0031168278473686
3684,-0.00408898963169046
3680,-0.00498811211342389
3676,-0.00556878635440823
3672,-0.00603968477620214
3668,-0.00603592493418857
3664,-0.00533684195201482
3660,-0.00466073724135381
3656,-0.00471839753541794
3652,-0.00521093832706129
3648,-0.00525562358657189
3644,-0.00500293017266097
3640,-0.00515144957169103
3636,-0.0055380449200782
3632,-0.005684603606103
3628,-0.00585522984112064
3624,-0.00644480006510899
3620,-0.00673041454833551
3616,-0.00592818625188913
3612,-0.00482661134619471
3608,-0.00487060668512361
3604,-0.00593775036185463
3600,-0.00678278588946843
3596,-0.0070320342052813
3592,-0.00712800685431424
3588,-0.00712247199337676
3584,-0.00685298105836463
3580,-0.00688612066003078
3576,-0.00769837974839506
3572,-0.00847048368121416
3568,-0.00794383519171506
3564,-0.00641526707531184
3560,-0.00541639663596261
3556,-0.00547406629690298
3552,-0.00602948477995884
3548,-0.00680193341417067
3544,-0.00774224962354635
3540,-0.00825988935580113
3536,-0.00789209888348781
3532,-0.00718155162817659
3528,-0.00686684039402197
3524,-0.00670850785249437
3520,-0.00616294731471189
3516,-0.00569832520530934
3512,-0.00611387082034384
3508,-0.00710258781765226
3504,-0.00783032906333241
3500,-0.00839794317122857
3496,-0.00927574617817253
3492,-0.00994641625178489
3488,-0.00964042021762039
3484,-0.00879971473526829
3480,-0.00838494180959673
3476,-0.00822727800934123
3472,-0.0074909653122036
3468,-0.00638791450425338
3464,-0.00591437398435245
3460,-0.00616690800516196
3456,-0.00631167884880143
3452,-0.00594665058416562
3448,-0.00514081725742753
