Wavenumbercm-1,00:33:48
4000,0.0137110305289349
3996,0.0125844407359518
3992,0.0116669529504746
3988,0.011250590331227
3984,0.0113283970619313
3980,0.0114662677592919
3976,0.0113074724565299
3972,0.0110224457935613
3968,0.0110504030388188
3964,0.0115187334987426
3960,0.0121242202927589
3956,0.0125088666005087
3952,0.0125749033406656
3948,0.0125852501894982
3944,0.0129769151343584
3940,0.0139068654021131
3936,0.0150257553494285
3932,0.0158524755060097
3928,0.016257232087998
3924,0.0162392462113969
3920,0.0155648281633435
3916,0.0142801640127406
3912,0.0131560836852542
3908,0.0130020090291914
3904,0.0136861241584009
3900,0.0141358028693808
3896,0.0138277545570569
3892,0.0133140523931846
3888,0.0129613928700935
3884,0.0126585615539075
3880,0.0126768248441874
3876,0.0135928946808217
3872,0.0150320941366104
3868,0.0155869380887845
3864,0.0148186764983544
3860,0.0139789874512244
3856,0.0140213069576302
3852,0.0144387068894466
3848,0.014667888600898
3844,0.015228987633517
3840,0.0162501717790282
3836,0.0164416706552532
3832,0.0150126345776228
3828,0.0133294665566193
3824,0.0126722089707879
3820,0.0125206482228722
3816,0.0118408524926232
3812,0.0110662272113626
3808,0.0110104822848993
3804,0.011124061250453
3800,0.0103462910417775
3796,0.00916823186710491
3792,0.0087352689994195
3788,0.00878939164365507
3784,0.00846585086073783
3780,0.00800720784567728
3776,0.0083896644999401
3772,0.00939239063141603
3768,0.00967866928819256
3764,0.00899954065870808
3760,0.00867378222947344
3756,0.00948403410496947
3752,0.0106853004429492
3748,0.0112937028524859
3744,0.011607107259142
3740,0.0122078316888076
3736,0.0127041404404354
3732,0.0127083868597706
3728,0.0125274854185941
3724,0.012369668848998
3720,0.0121989531370875
3716,0.012349080124094
3712,0.0132140913477226
3708,0.014316820283369
3704,0.0148768493721372
3700,0.0152748642667288
3696,0.0164583516410421
3692,0.018343736943997
3688,0.0200050302227907
3684,0.0215988800335987
3680,0.0245366111509023
3676,0.0293733039119932
3672,0.0346439226894642
3668,0.0386116010569443
3664,0.0416422185352664
3660,0.0444913235728143
3656,0.0467877834793577
3652,0.048161956902649
3648,0.0494207897322782
3644,0.0513594747693672
3640,0.0537305315929929
3636,0.0565561537373393
3632,0.0603001527950406
3628,0.0643896602154602
3624,0.0673521468622901
3620,0.0693129373768461
3616,0.0718245159666433
