Wavenumbercm-1,01:36:11
4000,-0.0169168502224626
3996,-0.0169614531355803
3992,-0.0167270947511959
3988,-0.0166192387904409
3984,-0.0167149464175532
3980,-0.016859427245238
3976,-0.0170296668499847
3972,-0.0172648856465697
3968,-0.0174084003135481
3964,-0.0172732253650508
3960,-0.0169498350261665
3956,-0.0166128504442255
3952,-0.0161662517339592
3948,-0.0154305546226273
3944,-0.0146215077657054
3940,-0.0142448384596452
3936,-0.0144324901295734
3932,-0.0146940555133548
3928,-0.0145529790267631
3924,-0.0141785321414515
3920,-0.0141043702232754
3916,-0.0144378242453642
3912,-0.0147739308461634
3908,-0.014866256736364
3904,-0.0149523394360426
3900,-0.0153341036097631
3896,-0.0157853009319953
3892,-0.0159015622498166
3888,-0.0157334312033026
3884,-0.0156313831349255
3880,-0.015609430874591
3876,-0.015261099446818
3872,-0.0144628752195466
3868,-0.0137746572667805
3864,-0.0137733356669865
3860,-0.0143305701798477
3856,-0.0149279334985685
3852,-0.0151710570141015
3848,-0.014900160113106
3844,-0.0141081669634898
3840,-0.0130929156194818
3836,-0.0125974515342473
3832,-0.0130267751635598
3828,-0.0138095081668645
3824,-0.014439849096062
3820,-0.0151478965098704
3816,-0.0161367589410441
3812,-0.0168105173787958
3808,-0.0166425738943792
3804,-0.0161023232068734
3800,-0.0162955574958031
3796,-0.0173275834983535
3792,-0.0181452100176372
3788,-0.0182133005410328
3784,-0.0178586027471027
3780,-0.0174992092382715
3776,-0.0170611924550877
3772,-0.0164420243458348
3768,-0.0160176122825794
3764,-0.0160069867184182
3760,-0.0158026547450975
3756,-0.0146472913819967
3752,-0.0127575382502745
3748,-0.0115016384328499
3744,-0.0116575731840007
3740,-0.012393176753077
3736,-0.0129019233147803
3732,-0.0133386748653382
3728,-0.0140126304792183
3724,-0.0146727607202966
3720,-0.0148298398392038
3716,-0.0143260407963062
3712,-0.0135343927280676
3708,-0.0129934060471641
3704,-0.0126973948479741
3700,-0.0121899662997488
3696,-0.0114651304796975
3692,-0.0113006527076577
3688,-0.0122902777313767
3684,-0.0136383420754254
3680,-0.014063213876357
3676,-0.0135339267744003
3672,-0.0134539763707015
3668,-0.0145743650447397
3664,-0.0157101785252322
3660,-0.0158525923880249
3656,-0.0153423896676244
3652,-0.015493442832379
3648,-0.017023320809277
3644,-0.0188182500195307
3640,-0.0196907761462902
3636,-0.0196959000751216
3632,-0.0194719851787039
3628,-0.0193958887024129
3624,-0.019248689893319
3620,-0.0187701754759635
3616,-0.0183450096616225
3612,-0.0186777886462792
3608,-0.0198872518314425
3604,-0.0213375600005341
3600,-0.0224633808452146
3596,-0.023233628601198
3592,-0.0238410131611328
3588,-0.0244987742079886
3584,-0.0254352213024208
3580,-0.0266713993488172
3576,-0.0277472465475658
3572,-0.02805025083984
3568,-0.0275782283994267
3564,-0.0270920165535954
3560,-0.0270961627290442
3556,-0.0273159164527842
3552,-0.027503822744009
3548,-0.0278379772447629
3544,-0.0283326796230168
3540,-0.0286052487225132
3536,-0.028686908854458
3532,-0.0292524221773617
3528,-0.030610922432173
3524,-0.0320390357323587
3520,-0.0327407494372707
3516,-0.0328732809085164
3512,-0.0329551921426638
3508,-0.0330804403396568
3504,-0.0332175230160065
3500,-0.0336790180424011
3496,-0.0345714331956721
3492,-0.0353888718857726
3488,-0.0357421920771725
3484,-0.0358943792831535
3480,-0.0361208917375892
3476,-0.0361131326053459
3472,-0.0355833435348985
3468,-0.0349503513943507
3464,-0.0347008793114434
3460,-0.0345169986766603
3456,-0.0336870943481047
3452,-0.0320499927930889
3448,-0.0298911941960662
3444,-0.0273217921670349
3440,-0.0246278950212299
3436,-0.0230042194144096
3432,-0.0237370728890829
3428,-0.0265030102510652
3424,-0.0294535005563929
3420,-0.031160670827804
3416,-0.0316255445688546
3412,-0.0314968399342769
3408,-0.0312255072287046
3404,-0.0311521662564571
3400,-0.0315726257098083
3396,-0.0323310452346634
3392,-0.0328314195351259
3388,-0.0326479512242929
3384,-0.0318354252036026
3380,-0.0305910773782314
3376,-0.0289502491279568
3372,-0.0271291899164313
3368,-0.0256569358422898
3364,-0.0248470442032049
3360,-0.0244216643995091
3356,-0.0238950864002842
3352,-0.0230915394582013
3348,-0.0221385958448284
3344,-0.0212315101134509
3340,-0.0205773833346316
3336,-0.0202953464950179
3332,-0.0202735074280958
3328,-0.0202323522518159
3324,-0.0199867014063287
3320,-0.0195531648351131
3316,-0.0190358688307823
3312,-0.0186286794606924
3308,-0.0186041882006266
3304,-0.0189465646433495
3300,-0.019172970454347
3296,-0.0189145278059963
3292,-0.018531568963143
3288,-0.0186709021285727
3284,-0.0192983878716272
3280,-0.0197572580227827
3276,-0.0198015974991911
3272,-0.0198741772121557
3268,-0.0202297498003143
3264,-0.0204754273900245
3260,-0.0202624627053284
3256,-0.0198056220694584
3252,-0.0193646911241215
3248,-0.0187665495007008
3244,-0.0178943055815154
3240,-0.0171420512140228
3236,-0.0168573748941772
3232,-0.0166992809466009
3228,-0.016110975612077
3224,-0.0151086427841745
3220,-0.0141500800855291
3216,-0.0134165233836572
3212,-0.0127724952606411
3208,-0.0122783457012067
3204,-0.0121079548142168
3200,-0.011982501961624
3196,-0.0113186983514585
3192,-0.0100005794679001
3188,-0.00857901931643708
3184,-0.00753486713107137
3180,-0.00680254225885177
3176,-0.00614824816571444
3172,-0.00556615024607052
3168,-0.0051069077154007
3164,-0.00463046778178977
3160,-0.00397413110590667
3156,-0.00318361145440483
3152,-0.00236846306215428
3148,-0.00146620932453965
3144,-0.000315821986684263
3140,0.00113908976993406
3136,0.00283944382931587
3132,0.00471068667436916
3128,0.00669945125140334
3124,0.00887493408787838
3120,0.0115492248538568
3116,0.0150250958872916
3112,0.0191390318259212
3108,0.0231697787414896
3104,0.02651957889898
3100,0.029394568803365
3096,0.0325253177194693
3092,0.0362260938227785
3088,0.0398066511894745
3084,0.0420342281208905
3080,0.0423685442587073
3076,0.0418481555837245
3072,0.0424018016543942
3068,0.0449558062531149
3064,0.0484059515104142
3060,0.0507426635353175
3056,0.0512881388351744
3052,0.0515019233964835
3048,0.0536712447075434
3044,0.0591567338086712
3040,0.0675747812789985
3036,0.0770017502930503
3032,0.0847324028772561
3028,0.0887985245826092
3024,0.0896930085167107
3020,0.0902946120658342
3016,0.0938610663221435
3012,0.101815372323442
3008,0.112797414431111
3004,0.12352030621454
3000,0.130503438063452
2996,0.131418001625925
2992,0.125550991034783
2988,0.113810655333655
2984,0.0989357730549873
2980,0.0848144684999378
2976,0.0744648763560443
2972,0.0696515659247063
2968,0.0727253160387102
2964,0.0863105804913148
2960,0.108469549584551
2956,0.128407682722331
2952,0.131831415324556
2948,0.115263688092045
2944,0.0893657716661827
2940,0.0662511096163885
2936,0.0511247889208216
2932,0.0440524132250873
2928,0.0443210647544333
2924,0.0515092561350087
2920,0.062831526201775
2916,0.0719125653803456
2912,0.0729429563204935
2908,0.0654568653331053
2904,0.0536842013062083
2900,0.0424419989849285
2896,0.0339928045402116
2892,0.0279433902493324
2888,0.0231827765850269
2884,0.0193182133303899
2880,0.0165481480929183
2876,0.0149431799693262
2872,0.0143814815316042
2868,0.0149046507944921
2864,0.0165198661053709
2860,0.018555293991871
2856,0.0196894814445738
2852,0.0191614258351028
2848,0.0177602170290342
2844,0.0168434975692025
2840,0.0166100506841185
2836,0.0159439432047722
2832,0.0137836174582431
2828,0.0102629042156989
2824,0.00645689027554505
2820,0.00333382742084492
2816,0.00117186825338526
2812,-0.000229325959630646
2808,-0.00117676610187262
2804,-0.00198763082424573
2800,-0.00293571937474419
2796,-0.00411060435367658
2792,-0.00541170092148323
2788,-0.00671728406901828
2784,-0.00794852632294676
2780,-0.00893985613302657
2776,-0.00944722057576167
2772,-0.00942904733831088
2768,-0.00917958253024194
2764,-0.00904224404427535
2760,-0.00910422308231284
2756,-0.00923586838215536
2752,-0.0092994340951538
2748,-0.00925952949664787
2744,-0.00919210147337628
2740,-0.00924498988029395
2736,-0.0094581596795098
2732,-0.00960121072632196
2728,-0.00937059616203425
2724,-0.008806346588729
2720,-0.00830269252956975
2716,-0.00809675573740402
2712,-0.00796813004952177
2708,-0.00757834017718331
2704,-0.00692635630620519
2700,-0.00632650349592318
2696,-0.00608199502270185
2692,-0.00629186841627255
2688,-0.00686016020908387
2684,-0.00758786469918945
2680,-0.00829967518973289
2676,-0.00894948277818999
2672,-0.00955022381849264
2668,-0.0100054178427628
2664,-0.0101700400066239
2660,-0.0101095808598634
2656,-0.0100881258590493
2652,-0.0102236855452665
2648,-0.0103384787485642
2644,-0.010297970414765
2640,-0.0103120224435837
2636,-0.0106080560813407
2632,-0.0109959636291763
2628,-0.0111343361424041
2624,-0.0110526256454614
2620,-0.0110638701409371
2616,-0.0113318558777755
2612,-0.0117691235810577
2608,-0.0121049180377889
2604,-0.0118818224372146
2600,-0.0108458385310289
2596,-0.00964749272297483
2592,-0.00946695694868474
2588,-0.0105860863258618
2584,-0.0120807520865797
2580,-0.0131270363473584
2576,-0.0138305782598698
2572,-0.0145014922067383
2568,-0.01497584027667
2564,-0.0152505275154981
2560,-0.0157760543056458
2556,-0.0166565165240148
2552,-0.0173407151015496
2548,-0.0175160868771005
2544,-0.0175297794466933
2540,-0.0174608218137593
2536,-0.0166979428112356
2532,-0.0152567187217928
2528,-0.0141992597753231
2524,-0.0138730424619953
2520,-0.0131770004238006
2516,-0.0115772663910119
2512,-0.0104249624092723
2508,-0.010975088672683
2504,-0.0125481730308809
2500,-0.0139287075975083
2496,-0.0150268999172716
2492,-0.0160291112195168
2488,-0.0161659710621913
2484,-0.0149871563839873
2480,-0.0137762995625492
2476,-0.0138342251230305
2472,-0.0146372514831978
2468,-0.0150225147250285
2464,-0.0149583180974401
